{7,0}	{19}	3.00	40.54
{7,19}	{0}	3.00	53.57
{19,0}	{7}	3.00	42.86
{0}	{12,19}	1.80	6.72
{12}	{19,0}	1.80	7.38
{19}	{0,12}	1.80	7.50
{12,0}	{19}	1.80	29.03
{12,19}	{0}	1.80	25.00
{19,0}	{12}	1.80	25.71
{0}	{6,19}	2.00	7.46
{6}	{19,0}	2.00	8.85
{19}	{0,6}	2.00	8.33
{6,0}	{19}	2.00	29.41
{6,19}	{0}	2.00	32.26
{19,0}	{6}	2.00	28.57
{0}	{13,19}	2.60	9.70
{13}	{19,0}	2.60	8.78
{19}	{0,13}	2.60	10.83
{13,0}	{19}	2.60	26.00
{13,19}	{0}	2.60	35.14
{19,0}	{13}	2.60	37.14
{0}	{16,19}	3.40	12.69
{16}	{19,0}	3.40	8.02
{19}	{0,16}	3.40	14.17
{16,0}	{19}	3.40	33.33
{16,19}	{0}	3.40	28.81
{19,0}	{16}	3.40	48.57
{0}	{15,19}	1.80	6.72
{15}	{19,0}	1.80	6.43
{19}	{0,15}	1.80	7.50
{15,0}	{19}	1.80	20.00
{15,19}	{0}	1.80	25.71
{19,0}	{15}	1.80	25.71
{0}	{11,19}	2.00	7.46
{11}	{19,0}	2.00	7.30
{19}	{0,11}	2.00	8.33
{11,0}	{19}	2.00	21.74
{11,19}	{0}	2.00	26.32
{19,0}	{11}	2.00	28.57
{0}	{1,19}	1.60	5.97
